presc_id,drug_brand_name,total_claims,total_drug_cost
249,Biofer458,95,2171.89
668,Curecin659,105,9803.36
1037,Sanicin833,12,1082.14
946,Healtril755,98,7525.03
399,Swasthvirin56,102,1708.59
280,Ashastat866,84,11991.05
945,Ashavirin777,18,507.21
897,Vitastat363,36,3521.98
331,Zenvirin646,44,8061.43
363,Carelax908,76,2865.29
345,Biolax228,20,2485.41
560,Sanicin62,40,3574.23
71,Biozide74,173,19853.79
98,Neotril745,163,29232.8
211,Medivirin288,100,14585.2
10,Sanicillin705,13,2303.05
512,Lifevir237,96,16834.21
33,Healvirin466,108,1495.3
394,Lifelax407,175,23180.91
198,Wellvirin889,171,6807.11
852,Lifevirin270,132,4013.24
1152,Carevir375,161,7127.75
1110,Biovir544,102,17991.12
438,Zencin10,28,2072.68
824,Ashaprofen408,168,11971.68
940,Neomox257,57,1470.67
756,Sanivex389,12,264.1
618,Swasthlax312,197,29139.19
209,Apexcin129,183,24509.48
1166,Swasthcin793,44,2363.97
665,Curevex383,162,25435.54
273,Neovex829,86,4203.62
652,Apexvir49,171,17383.65
1199,Zencillin529,115,10380.95
477,Medimox986,129,18771.94
477,Carezym368,6,891.55
633,Medizym504,61,10327.63
163,Vitazide172,16,606.86
414,Sanicin900,39,3468.27
488,Medidol536,186,27221.79
674,Curemox588,35,2404.28
82,Vitastat632,134,22024.74
591,Carelax502,193,3230.08
679,Lifelax407,88,5235.07
509,Ashazym434,176,24210.42
782,Carelax502,134,9840.55
13,Neodol741,17,2744.26
395,Swasthlax170,14,1722.27
419,Carezym649,33,975.76
419,Ashastat332,61,6671.97
957,Ashavex496,80,3160.97
869,Sanistat391,46,5702.94
1181,Arozide668,115,21412.39
986,Apexvex981,21,4036.08
774,Healfer248,43,4390.36
888,Ashafer238,195,9163.19
988,Healvir166,6,954.8
171,Biovex980,195,35181.36
1101,Sanicillin468,40,4384.06
780,Carelax745,119,7983.37
1152,Zenvex524,156,15811.76
962,Mediprofen806,51,1922.66
27,Neotril745,129,19426.95
829,Vitalax472,107,24044.5
765,Curelax92,99,11139.92
146,Vitazide698,105,22404.65
255,Healtril755,99,17573.27
894,Sanistat981,66,11628.09
714,Curemox588,131,20675.99
755,Swasthdol791,179,3811.07
869,Neolax158,189,11218.06
741,Medistat951,162,21229.18
303,Vitaprofen889,67,9912.56
302,Vitamox783,66,4039.14
331,Biodol107,4,119.41
788,Swasthlax405,102,17530.31
165,Vitamox783,133,28284.47
340,Vitazide172,110,6325.41
1092,Biovir132,169,32447.24
843,Apexvirin676,193,38097.65
183,Zenvir276,28,4151.88
706,Ashafer324,37,2177.23
816,Swasthcin793,179,14674.44
1008,Healcin565,1,32.16
856,Neodol927,135,11879.46
883,Zenvex524,44,1830.31
276,Medizide629,51,5489.2
226,Biovir544,116,13163.88
412,Wellvirin488,16,2788.03
393,Healvirin421,67,15311.76
903,Zenzym858,161,27551.63
341,Carezym564,21,1397.94
567,Lifemox417,17,1371.67
979,Wellvir735,125,16027.25
126,Biovir459,69,9514.34
1193,Curelax68,11,330.11
15,Lifefer599,97,14452.12
545,Vitafer533,125,12503.11
880,Medizide629,87,8168.24
646,Vitalax491,62,12869.78
776,Biovir132,157,3299.83
677,Healcin685,26,319.6
823,Lifecillin235,186,36954.75
53,Healvir890,155,5475.21
510,Ashamox987,95,10071.16
974,Vitafer611,132,11171.69
660,Carezide629,5,757.75
667,Neozide691,174,17776.39
820,Lifevex42,190,22199.34
877,Apexvex303,122,27881.83
206,Swasthlax405,188,16910.95
294,Ashafer618,134,26852.37
1034,Ashafer238,9,351.56
618,Healprofen96,173,41242.05
957,Biovex34,44,9413.78
988,Ashavirin777,170,18646.29
350,Vitatril675,193,40574.14
217,Swasthvir71,112,20227.99
669,Wellcillin322,99,14882.26
528,Neofer353,171,20093.69
253,Apexcin125,171,6490.19
1008,Zenlax198,24,3867.05
459,Wellmox688,148,24876.45
703,Aromox297,97,19924.99
782,Swasthvir71,168,23696.5
895,Meditril562,60,2942.91
180,Zentril751,29,876.6
386,Zenvex842,191,38688.98
261,Ashacin657,81,16625.28
4,Mediprofen101,80,1846.28
795,Arotril124,109,7783.1
259,Swasthmox87,134,19647.53
219,Swasthlax920,102,1384.62
648,Ashacin657,38,6203.89
449,Swasthvir374,128,16823.43
581,Bioprofen561,38,6667.2
71,Bioprofen572,154,11460.42
253,Medicin856,71,15742.51
980,Apexvex937,162,28442.86
772,Carevex448,16,3142.5
432,Apexvir49,188,34112.82
108,Aromox297,199,9163.86
803,Swasthvir250,77,16655.03
327,Neotril117,6,685.49
970,Apexstat532,90,14096.9
1082,Healvirin421,187,13225.35
400,Sanivex389,180,31647.43
269,Vitatril903,83,13634.0
111,Neovex307,182,13523.84
1183,Medivex954,36,3533.79
297,Carelax872,54,3123.99
19,Neovir499,93,14757.92
303,Carezide624,97,19005.91
345,Sanifer340,15,505.2
368,Curestat83,14,476.84
694,Vitafer340,152,13270.05
828,Sanistat882,63,1008.13
1001,Arozym551,78,13021.47
769,Neodol741,199,32047.84
184,Meditril764,200,22473.44
783,Ashavex496,71,9550.05
24,Sanicillin468,31,933.75
1044,Biovir827,58,893.7
1173,Bioprofen499,123,8569.7
371,Swasthcillin797,99,11040.55
889,Apexfer843,77,8489.3
131,Sanizide413,183,38064.33
379,Ashazym434,104,15493.36
1139,Carevirin703,138,23216.72
131,Lifezym242,133,23871.81
255,Zencillin529,193,35146.34
241,Apextril458,47,9054.41
11,Neomox211,143,13503.75
81,Zenvirin433,33,4312.77
180,Healcillin680,144,9530.88
174,Swasthstat954,32,3428.19
1115,Neovirin490,44,4706.71
1,Arodol427,64,5085.05
1064,Carevirin391,76,10622.31
1182,Medivex75,126,18917.49
722,Swasthlax170,156,16863.72
203,Medistat835,170,27364.85
386,Swasthvir250,37,2847.97
275,Vitastat363,155,19189.26
569,Arovirin33,33,5031.89
1127,Swasthstat954,66,4301.83
335,Swasthvir71,103,11781.26
872,Carevex431,178,6367.01
552,Ashaprofen729,163,22230.25
763,Carelax502,145,22417.72
336,Ashazide614,108,17847.23
889,Sanicillin468,98,1581.02
159,Carevir375,70,2199.51
1124,Sanivir204,105,2583.68
744,Swasthvir415,86,12812.18
463,Sanistat882,71,854.14
456,Ashamox628,97,21007.06
253,Caremox55,45,5756.72
1003,Ashamox127,25,3066.82
578,Biovex629,142,8119.28
99,Lifevir237,44,3487.5
371,Sanimox719,89,16021.54
1089,Curelax111,142,20167.56
977,Vitazide1,152,4698.68
1052,Wellfer602,183,6787.13
776,Vitavirin494,146,20021.25
759,Swasthlax920,182,31677.07
857,Healstat572,181,18109.51
725,Zenmox505,120,12432.56
877,Swasthzide551,134,29477.31
469,Curedol414,79,9567.25
626,Medidol536,105,18945.19
163,Biodol396,20,3519.4
339,Apexvex303,148,3475.1
1135,Healvirin673,127,18764.53
869,Healzym348,174,20769.77
983,Arovex870,128,16557.62
1091,Wellzym92,179,5452.83
390,Zencillin705,191,2234.35
1095,Arostat294,192,17384.23
1082,Apexmox913,176,23950.91
346,Lifetril182,173,36476.22
461,Ashaprofen172,45,1258.13
1053,Healvex100,91,17844.47
777,Ashadol971,44,3325.54
512,Curevex229,139,27613.04
595,Apexmox30,77,7676.85
5,Biovex34,189,24999.67
625,Swasthmox87,165,20804.67
949,Curezym840,159,24966.33
13,Mediprofen806,158,15238.21
220,Zencin870,2,170.74
824,Neomox257,91,1094.34
405,Carevirin391,22,2843.91
842,Vitazide172,32,5296.71
513,Vitacillin927,58,5837.99
747,Wellvex823,110,20949.98
552,Medizide455,28,6080.51
900,Aromox645,42,1726.88
12,Vitastat925,92,18210.32
227,Neomox429,49,2954.2
863,Ashazide95,191,12668.85
408,Curemox951,123,28268.63
244,Arozide106,108,11656.67
261,Saniprofen292,84,14547.56
819,Welllax523,129,21423.23
797,Lifemox165,34,977.93
44,Medivex682,33,1370.51
485,Vitavir7,14,1949.44
17,Swasthmox87,112,11164.65
170,Apexcin715,195,19364.36
1048,Ashaprofen408,48,3113.36
540,Arozym983,180,11759.29
407,Biodol107,122,20111.71
1029,Wellmox798,157,8354.23
305,Curelax858,59,1979.92
561,Apexlax435,50,9586.56
409,Medimox986,24,4240.42
1076,Curezide286,79,13491.89
455,Welllax523,87,7267.37
875,Biovex77,165,3050.4
745,Curevirin701,72,15165.79
506,Ashazym762,82,14094.29
2,Swasthlax405,14,1890.09
585,Ashafer324,121,8277.9
883,Medicillin460,48,2912.4
685,Healprofen82,78,2677.8
1131,Arocin562,198,34385.57
741,Cureprofen611,191,31942.86
762,Curecin691,61,7845.04
787,Vitastat363,23,3857.11
247,Mediprofen216,11,1567.9
391,Carelax6,50,8472.33
154,Curevex110,140,17694.93
972,Neozide691,195,10530.6
90,Carevir496,33,1631.81
518,Curecin691,195,39345.4
712,Arozym983,94,9980.9
894,Ashastat332,18,1935.86
1032,Medivex259,6,245.86
265,Sanizym356,75,1495.22
390,Healvirin988,190,32823.18
1091,Healvirin988,132,24393.02
1044,Zencillin529,99,11768.16
557,Medivex259,53,2259.61
447,Lifestat423,152,25185.02
1051,Neolax158,117,13806.92
531,Curevir803,78,13264.91
550,Sanistat437,142,4481.34
1093,Arodol427,61,4359.31
569,Healmox733,35,2443.12
510,Zenzym888,54,5424.98
712,Medizide455,162,20464.12
171,Ashalax510,181,31540.69
274,Arovex70,105,18753.03
118,Curevex563,161,30479.48
450,Healvirin103,188,34649.85
33,Healzym348,138,21600.59
1195,Sanistat945,28,4563.21
528,Sanivir204,161,22384.81
906,Swasthzide551,57,3923.3
810,Neolax812,40,4240.82
889,Healcin565,95,3785.96
1016,Arovex226,47,5233.88
361,Wellvirin56,49,6853.77
370,Ashadol298,166,10482.29
364,Lifevirin270,101,13580.78
294,Wellcin885,19,1792.42
825,Swasthcin793,26,3612.35
25,Apexvex958,155,4555.24
226,Apexvex303,4,678.11
90,Vitastat363,34,1798.63
293,Ashavex771,161,22700.82
20,Bioprofen599,28,3625.9
175,Swasthvir71,52,2138.04
910,Ashavex484,42,2998.4
500,Wellzym636,15,1665.47
1114,Lifestat423,32,410.05
1116,Ashafer618,76,2612.93
851,Zenstat432,37,366.13
465,Sanistat774,110,9209.37
588,Swasthvirin29,58,11867.91
231,Sanitril633,126,4963.07
209,Arozide668,73,6167.5
243,Medimox986,93,20279.53
89,Neolax158,155,6171.51
686,Vitafer340,154,7035.54
618,Wellfer420,160,26573.36
213,Welllax136,70,14155.43
544,Zendol524,183,33645.3
305,Neolax331,200,26816.83
800,Arostat294,115,19205.61
980,Vitastat632,18,583.03
571,Healtril753,38,1238.01
373,Zencillin705,197,16312.31
869,Curelax332,124,18002.06
683,Zenvir446,36,6409.01
504,Apexprofen837,99,9300.53
1094,Healzym604,127,16185.87
788,Vitaprofen257,22,2718.75
1184,Healtril755,199,31723.07
179,Biodol107,61,4614.85
36,Healstat572,93,12818.49
226,Ashavex484,16,2954.74
286,Neozide691,76,8523.47
1130,Sanistat437,108,6954.44
115,Mediprofen806,192,8257.3
294,Ashaprofen638,97,16056.72
870,Apexvex937,96,1813.74
1192,Healcin727,19,2060.77
324,Biolax321,8,285.79
502,Swasthvir374,20,284.36
853,Zenmox505,39,6309.85
287,Lifetril182,192,25068.4
963,Biovex473,106,16130.51
28,Wellfer602,74,2115.45
66,Neomox257,155,24877.81
23,Swasthvirin259,102,18941.21
931,Healprofen82,142,20148.22
1172,Ashamox127,129,8511.29
322,Carevex431,70,14412.65
257,Healzym92,191,10421.28
449,Aromox297,101,5096.52
1146,Swasthlax405,155,30156.67
960,Ashamox628,123,9340.62
780,Healzide566,43,886.7
869,Apexcin129,50,2853.78
743,Saniprofen292,155,24501.29
491,Apexcin125,73,2784.16
434,Sanizide153,153,2168.82
385,Neocillin545,142,8089.32
493,Ashafer290,69,1933.08
92,Sanivirin963,145,29920.23
99,Sanilax10,81,2227.87
731,Welldol776,193,12524.53
400,Swasthdol436,81,13838.16
266,Sanimox135,180,24859.24
1032,Biolax63,26,3103.95
49,Aromox189,151,25398.34
77,Zenvex833,75,3366.53
162,Zenvex842,161,4979.51
442,Ashavex771,175,26573.41
330,Vitalax306,129,15598.58
1072,Caremox55,197,16749.24
695,Healvirin466,75,6807.12
883,Carevir375,11,2232.26
794,Ashastat866,62,3335.9
154,Vitacillin927,40,5642.23
200,Medivex75,4,172.3
1121,Vitafer533,23,2498.08
348,Zentril800,76,3042.3
745,Swasthcin793,91,2339.35
944,Carevex448,67,15782.97
906,Swasthzide551,167,36632.87
1165,Wellvex823,125,2535.74
822,Healzide566,105,21325.5
265,Mediprofen228,113,10385.37
643,Aromox297,96,2542.35
922,Vitafer340,68,14387.79
88,Healmox733,159,28539.06
502,Neovirin490,180,26968.83
216,Curetril724,75,6539.19
150,Wellvex11,58,5046.15
192,Swasthfer298,90,9688.83
953,Medicin6,28,824.62
813,Curevir803,197,18553.39
133,Swasthlax405,82,6655.42
436,Vitacillin351,180,25368.0
931,Curevirin701,10,1345.25
299,Medivirin588,164,8875.98
779,Vitalax980,16,3032.24
881,Apexzym196,122,5941.67
47,Zenvex842,195,26760.46
361,Apexprofen138,22,797.98
168,Arovex270,77,14033.49
860,Sanizym356,135,7990.68
377,Vitazym137,14,451.69
701,Neofer496,193,12299.44
859,Carevir104,124,13769.78
330,Neovex649,179,19537.58
1169,Carevirin378,100,17773.17
407,Curecin762,20,3163.04
297,Bioprofen561,83,12964.28
649,Wellstat916,4,160.19
303,Zencillin705,128,20829.85
833,Ashafer961,68,6674.77
923,Sanilax793,33,4701.86
1185,Arozide668,25,475.68
385,Sanivex389,108,17404.9
774,Neozym255,56,5055.44
1182,Curecin691,4,324.33
619,Sanifer54,79,9661.23
1023,Apexzym196,167,34177.89
721,Lifecillin235,91,15652.02
688,Apexcin306,30,5790.27
765,Ashavirin777,46,5020.15
893,Welllax136,98,6902.62
896,Medivex292,163,11297.97
204,Swasthmox87,23,3493.61
34,Mediprofen70,158,27536.01
1116,Neozide691,26,3562.51
67,Swasthlax920,171,11420.49
457,Swasthcin899,199,19454.28
401,Neozide691,121,23182.74
951,Ashaprofen172,106,21155.12
811,Sanicillin468,2,427.83
1040,Healdol242,73,4875.27
630,Lifelax407,107,13300.79
850,Welltril714,9,110.26
767,Carestat16,133,23816.09
687,Apexdol811,44,10132.1
496,Caremox55,143,26703.15
806,Swasthcin793,14,2438.17
264,Sanistat981,163,15346.09
826,Apexlax758,82,9156.39
204,Sanicin833,182,31038.46
1182,Arotril943,101,18703.64
533,Biovex77,142,5692.53
191,Swasthlax170,24,322.46
314,Mediprofen671,8,1083.84
162,Carevir496,147,13641.46
268,Arozym551,117,17309.8
383,Swasthcillin531,62,8028.66
397,Zenvir446,138,26177.47
775,Healtril755,198,10784.19
170,Healfer23,37,5218.42
1187,Neolax812,27,988.57
252,Carelax388,28,1012.42
370,Zencin10,24,683.8
426,Zenvir276,101,3349.73
848,Vitacillin927,19,2117.03
431,Vitatril675,176,18439.22
924,Bioprofen599,42,1675.01
366,Carecillin874,169,21538.01
65,Zenvir553,31,7258.4
992,Medizide629,158,17662.08
1069,Sanimox516,190,10383.19
61,Curestat227,138,2090.25
313,Zencillin529,56,9142.1
445,Sanivex389,8,558.17
260,Biomox294,69,4105.68
189,Arozym414,90,14251.52
957,Biofer458,191,32232.7
820,Zenvex833,50,2759.02
576,Ashavirin771,101,3396.25
639,Vitastat925,43,8205.39
1000,Careprofen462,111,20264.55
557,Welllax523,82,11389.98
880,Swasthcillin239,52,6198.0
132,Vitatril903,116,4410.63
1048,Sanilax793,65,7803.39
1087,Medifer168,91,7285.22
661,Medizide674,110,17758.84
149,Healcillin680,56,7637.5
644,Apexcin306,32,418.88
674,Ashavirin569,55,6163.3
477,Sanicin62,144,3203.68
435,Apexvex997,135,7401.03
154,Neofer353,147,27102.42
892,Aroprofen694,82,12945.49
102,Healcillin745,127,15924.07
863,Healcin565,31,990.26
670,Sanivex389,152,13494.09
584,Ashamox606,5,765.22
10,Swasthvirin234,119,8781.43
825,Zenvirin547,10,2118.18
81,Arotril170,87,10615.53
195,Ashaprofen172,107,15496.16
709,Zenzide317,103,2934.06
1012,Medizym504,157,2943.05
931,Vitastat632,127,25883.84
249,Vitalax767,96,16814.12
459,Zenvirin433,13,2042.26
662,Apexvirin676,177,25288.04
181,Apexvex981,49,8270.49
1101,Carevex448,2,435.11
532,Zentril751,12,441.25
154,Sanivir864,68,5348.6
778,Swasthvir159,70,11765.44
1195,Apexvex937,118,3851.94
304,Healcillin680,193,26970.39
847,Healprofen752,164,14576.79
1081,Swasthvir71,62,8158.2
575,Carevex448,83,13597.8
189,Arofer835,68,11779.18
723,Wellmox688,143,23473.19
422,Biomox58,178,5264.8
124,Aromox645,55,663.03
789,Arotril924,49,5040.72
1081,Ashamox457,132,25778.31
639,Biolax228,182,16577.49
1034,Vitafer340,28,4966.4
745,Zenvir446,99,22430.83
1052,Arolax37,52,7867.81
570,Vitafer960,109,4455.23
1183,Healvirin421,166,5065.91
220,Zenzym858,191,5347.62
944,Biovir132,48,3037.7
1088,Sanizide444,116,8341.95
1128,Zenlax198,22,1639.6
813,Vitazym489,129,11851.54
904,Medidol56,70,5139.09
784,Healvir559,188,33563.95
388,Neozym255,104,4452.48
1011,Ashazym370,133,13568.24
510,Vitalax491,29,1373.81
74,Sanilax10,148,8245.53
207,Healdol271,71,4089.05
829,Meditril197,101,8258.5
550,Ashazym370,127,7079.69
712,Medilax236,164,11451.22
7,Vitacillin351,25,1323.71
977,Apexmox621,190,15144.83
489,Zenvirin86,44,2830.96
384,Lifemox860,86,14669.72
27,Sanimox547,171,17133.48
364,Sanimox135,68,11477.25
20,Zenstat432,153,12262.78
3,Neolax812,126,23090.69
93,Carezym564,5,704.99
468,Neotril745,135,16059.02
193,Neomox103,26,1978.01
927,Wellzym92,126,22564.04
528,Ashafer572,170,17575.45
28,Sanilax547,91,6117.35
1061,Apexvex997,199,31415.9
992,Wellvirin889,29,1876.52
43,Medizide674,38,8613.85
291,Ashafer961,92,9365.3
883,Wellfer420,93,4240.45
774,Vitatril45,164,4913.98
1116,Mediprofen70,116,26652.93
359,Apexcillin857,68,12499.33
679,Ashazide614,101,14576.67
566,Vitafer340,80,3969.72
704,Vitazide172,157,5963.91
1161,Biolax63,89,6867.57
1022,Biovex629,176,7376.64
1072,Welltril1,75,10596.2
622,Carelax388,125,9229.12
32,Cureprofen228,117,2048.98
253,Medizide629,14,1297.35
722,Arozide106,170,26206.36
283,Lifemox417,90,18085.4
1029,Apexzide23,171,35093.8
177,Medivex954,183,13475.61
403,Medistat951,111,12432.91
449,Swasthcin718,9,904.88
792,Medivirin149,109,10957.79
536,Wellvirin56,78,9165.87
893,Vitazym489,174,35036.43
286,Neofer634,175,26593.01
853,Arovir972,142,6745.3
609,Curemox588,146,28220.46
376,Medidol536,97,17700.59
197,Arodol427,36,4390.57
1032,Apexdol811,176,26626.01
876,Apexlax32,120,11036.48
57,Aroprofen945,144,2444.15
182,Lifestat423,194,8347.36
497,Healdol292,149,15002.08
1113,Vitalax767,145,23481.88
805,Medimox986,33,2575.9
1061,Wellzym92,118,18503.16
554,Swasthcin793,167,5463.39
596,Aroprofen376,145,14705.5
125,Curecin762,32,5315.49
109,Medivex954,180,8313.02
1015,Swasthvirin568,35,2025.19
317,Vitazide1,78,11258.41
14,Carezym649,125,15422.91
138,Sanilax10,1,45.48
1065,Apexfer761,25,1326.07
51,Healzym348,130,11240.76
250,Neocin966,77,7991.69
482,Neomox429,140,9020.94
900,Vitamox973,169,22145.85
45,Ashaprofen556,48,1990.83
493,Ashavex126,44,5234.53
411,Curezym840,122,12194.53
205,Arotril826,151,17223.31
802,Apexfer332,99,13156.01
854,Curezym695,109,4096.26
247,Vitavirin494,145,13081.98
70,Curezide286,166,24328.72
911,Wellcillin322,11,2020.83
286,Biocin592,120,22118.85
19,Ashazide805,41,3697.97
1031,Ashavirin569,54,4579.82
800,Carestat529,132,3174.25
721,Aromox189,168,24681.19
287,Healcin565,72,12575.83
807,Zenvirin433,18,3623.19
772,Swasthlax665,121,14443.64
1039,Vitazym494,199,26305.08
664,Meditril764,151,29042.58
827,Vitafer340,18,385.58
326,Medimox662,60,1584.7
976,Sanifer841,83,15304.75
485,Neoprofen369,27,4652.39
787,Medicillin551,194,44499.23
127,Vitacillin927,157,8239.24
150,Welllax405,114,19122.78
61,Neozide691,45,3546.24
774,Vitamox197,35,7425.59
410,Apexvirin676,51,3049.09
586,Carezym249,58,2653.45
1083,Zenzym888,50,1195.04
198,Apexvir49,53,814.71
11,Vitalax767,93,15643.47
148,Ashavex212,88,4451.68
1082,Vitazym788,128,5681.2
971,Cureprofen611,129,10768.72
1145,Curezym695,36,6027.92
771,Swasthdol290,19,2105.83
1060,Cureprofen611,77,2357.81
106,Carelax262,154,15737.9
594,Lifevex42,65,5512.1
324,Wellstat301,74,1921.43
1061,Apexlax758,157,16812.27
117,Mediprofen799,140,18622.29
965,Medizide452,68,8296.08
864,Healvir890,67,3758.76
122,Mediprofen101,36,2011.76
676,Medizide674,194,30704.93
483,Neofer71,127,3587.98
73,Arovirin33,89,20712.91
166,Lifemox417,142,13460.38
86,Sanivir204,27,476.29
718,Lifevirin369,111,12686.05
467,Arovex226,6,1018.33
402,Neomox211,137,17437.5
38,Carelax6,142,14661.88
773,Medidol56,179,6717.18
1126,Biodol107,36,1076.26
754,Carelax6,91,4389.95
119,Vitatril903,61,3551.94
466,Carecillin874,106,18797.18
1099,Apexfer332,146,3113.57
512,Aromox297,15,345.51
370,Neotril745,73,1342.94
501,Apexcillin857,75,2648.73
251,Lifetril982,169,4052.51
1114,Swasthcillin797,53,6178.73
732,Medizym504,57,5324.21
752,Vitazym489,200,26641.84
501,Curetril365,135,24149.58
1109,Swasthvir415,129,3863.67
842,Medicin6,181,36082.12
161,Vitalax980,53,11195.07
1067,Apexvir49,60,4344.89
252,Carelax502,96,16116.59
74,Ashazide517,61,9530.4
930,Sanicin900,30,484.93
554,Healvirin673,72,8680.54
174,Neotril745,16,1092.07
1015,Ashazym434,5,883.03
91,Caremox55,58,2719.96
883,Ashatril324,137,2707.23
1110,Ashacin705,196,13537.3
689,Zenvex524,68,12009.98
57,Lifemox860,88,14140.43
876,Lifemox165,187,39244.82
224,Wellzide657,142,13275.23
589,Curezym840,137,14399.34
1164,Zenvirin547,197,20296.84
781,Carevirin391,120,21429.18
271,Lifelax407,4,279.88
562,Vitamox973,22,4972.52
606,Arozym983,87,9398.41
562,Biolax63,93,5537.67
26,Sanizym356,32,2400.65
542,Vitavex800,46,3927.47
19,Neofer496,120,2059.25
1140,Swasthvirin234,56,5270.15
163,Ashastat75,71,13649.42
132,Apexvex937,113,5638.11
566,Lifevirin270,67,11007.58
358,Vitafer611,38,7315.99
477,Neovex123,30,3850.93
1038,Apexvex914,113,12393.16
467,Vitazym494,16,3656.46
528,Vitazide589,5,803.67
724,Healvirin421,139,21993.21
717,Swasthfer298,28,715.13
1047,Curedol685,20,1098.03
761,Ashaprofen408,175,17023.26
580,Ashastat75,37,588.23
738,Vitaprofen889,86,19634.81
768,Apexmox913,121,22608.08
64,Medivex292,42,3316.26
308,Vitavex800,152,2444.18
642,Vitamox783,131,21470.5
1191,Zenvirin547,183,13302.53
1194,Biocin592,9,1146.85
161,Swasthvir374,20,4602.48
1158,Ashafer572,129,28040.33
857,Curetril365,138,23778.67
1081,Vitafer533,14,1926.45
1066,Aromox645,113,7605.45
1179,Vitamox973,76,13896.44
742,Neolax842,60,6517.76
237,Ashastat866,178,11122.46
840,Medidol872,93,2497.44
157,Neofer958,93,13491.82
920,Swasthvirin568,108,6654.37
257,Curezym441,138,9150.53
1198,Healfer23,171,6062.33
588,Ashafer618,88,5664.56
863,Vitastat241,130,27448.99
406,Lifestat423,47,7505.28
248,Ashazide859,108,6914.88
963,Vitazym489,191,6471.81
884,Cureprofen228,7,1182.33
272,Lifevir353,132,27110.62
865,Arozym414,91,3453.3
495,Apexfer843,183,12043.78
690,Healprofen82,152,17808.39
93,Wellzym636,19,2875.42
920,Carestat994,105,15301.43
893,Ashazym434,75,12817.18
376,Healcillin124,186,33988.61
1044,Carelax388,22,772.79
758,Apexlax99,173,23394.67
899,Medimox662,46,5280.67
199,Arozym414,60,3999.09
1156,Arovirin33,133,25779.93
874,Neovex882,74,5255.2
366,Zenzide397,37,786.8
432,Curevex229,111,12933.3
644,Curedol685,26,1876.46
590,Carevir375,71,7035.31
347,Curefer853,74,13636.04
218,Neomox257,60,7724.36
424,Ashavex93,142,27091.97
57,Healmox733,154,33201.45
1106,Mediprofen228,138,20141.26
53,Healvir559,95,5459.43
1170,Wellvirin488,110,17323.5
930,Swasthvir415,76,15625.93
246,Healstat572,114,21371.53
178,Healcin565,36,8007.32
239,Curelax858,91,16630.16
456,Zenvex833,187,4272.63
687,Carelax908,71,7650.98
152,Carezym249,181,29738.72
79,Curestat227,111,3588.31
1068,Carezym368,82,4041.81
73,Biofer988,163,20504.78
771,Sanicillin468,57,7701.85
311,Arotril124,125,23050.32
579,Healzym604,34,1886.9
1058,Zenzide397,186,25538.07
138,Vitastat769,126,14065.21
365,Sanistat774,10,875.65
779,Zenvirin82,162,21381.48
992,Healzide566,136,17492.28
615,Ashazym635,60,11637.14
1004,Curelax332,162,13789.97
986,Neovex829,76,2011.16
589,Sanivir864,108,20921.38
871,Zenvirin86,30,1548.08
233,Apexcin50,89,14088.39
991,Ashavirin771,126,17310.79
60,Ashastat75,75,4405.9
838,Biomox375,16,1863.58
651,Swasthcin899,106,9233.75
817,Ashafer618,67,12044.85
449,Biostat738,87,10404.61
917,Sanifer841,105,6354.24
1098,Neolax812,53,7819.42
676,Sanicillin705,34,3848.63
44,Arovirin33,98,2956.94
723,Vitazym788,197,28161.08
101,Carelax908,133,7051.58
322,Apexcillin857,138,13106.1
595,Medivirin288,42,7682.79
442,Swasthlax405,142,25064.82
74,Meditril562,6,974.22
1028,Biovex629,102,14928.1
580,Swasthvir250,78,1241.23
507,Vitafer533,9,520.93
774,Ashavir50,168,16577.48
553,Sanimox351,22,567.61
851,Carezym368,6,88.26
311,Healvirin261,25,4261.46
398,Sanizide849,156,30690.42
871,Neolax812,132,19779.8
940,Zentril800,52,1791.92
1181,Lifevir89,121,10152.37
456,Ashaprofen172,105,12792.82
1093,Lifevir237,130,6645.68
1018,Vitatril675,187,16043.65
1120,Biovir132,183,5412.3
51,Swasthvex419,102,16510.82
977,Ashacin515,145,4421.18
295,Bioprofen95,162,29395.98
347,Biovex293,54,9855.02
512,Zentril800,22,879.63
970,Caremox55,134,21130.63
477,Bioprofen572,16,2432.11
638,Ashamox606,190,13324.3
659,Curemox951,177,21237.82
12,Lifetril785,69,10973.47
1001,Wellvex823,140,17455.46
483,Sanivirin991,83,8469.78
1137,Vitastat241,190,34886.58
216,Ashavirin397,109,15769.43
28,Apexvex958,42,4278.72
405,Apexvirin454,113,18498.45
869,Zenstat494,127,6149.16
998,Wellzym636,36,5834.72
818,Curezym407,3,205.25
603,Biomox294,185,37785.92
1071,Wellvirin56,83,10651.12
340,Heallax722,37,2664.36
761,Ashavex93,133,17297.53
432,Welltril714,85,17658.34
278,Lifemox417,43,5415.75
21,Welllax405,82,6904.93
138,Neolax331,2,132.45
193,Zenstat494,138,12444.77
960,Medicin6,153,6109.31
1146,Welltril1,58,3961.86
395,Biovir459,71,5331.81
873,Apexdol811,150,22512.63
826,Welldol776,66,8408.1
415,Welllax405,20,2282.58
444,Ashazide805,72,3377.8
260,Medidol693,134,18408.2
677,Neozide754,148,24988.61
568,Carelax872,189,36515.88
970,Lifetril785,54,2570.46
444,Sanizide413,24,4857.09
294,Apexfer332,43,3883.41
160,Neomox211,14,576.06
872,Neofer496,171,16877.9
241,Swasthmox590,62,7313.74
790,Zencillin529,181,18009.99
